video_id,keyframe_id,full_path,caption
L01_V001,keyframe_28464.webp,L1/L01_V001/keyframe_28464.webp,"A news anchor in a studio setting, wearing a white blouse and dark pants, sits behind a modern desk with a red and white logo, holding a red object, against a backdrop of a city skyline at sunset. The studio features a large screen displaying a cityscape with orange and yellow hues, and the HTV9 HD logo is visible in the top right corner."
L01_V001,keyframe_30126.webp,L1/L01_V001/keyframe_30126.webp,"A wide, empty airport tarmac under an overcast sky, with distant mountains on the horizon and a few birds in flight; white runway markings are visible in the foreground."
L01_V001,keyframe_30900.webp,L1/L01_V001/keyframe_30900.webp,"A man wearing a mustard-yellow jacket and a gray cap is seen from behind, pushing open a white door with his right hand."
L01_V001,keyframe_6522.webp,L1/L01_V001/keyframe_6522.webp,"A man wearing a red conical hat and a green shirt points forward with his right index finger while smiling, standing outdoors near water with greenery in the background."
L01_V001,keyframe_7362.webp,L1/L01_V001/keyframe_7362.webp,"A man with short dark hair and a blue and white striped collared shirt is speaking outdoors, with a body of water and green vegetation in the background."
L01_V001,keyframe_8652.webp,L1/L01_V001/keyframe_8652.webp,"A man in a white shirt and dark pants kneels on a patterned tile floor, assisting another person lying on the ground, while a woman in a white top and dark pants leans over them, appearing to provide aid. The setting includes wooden furniture and pillars, suggesting an indoor location."
L01_V002,keyframe_11100.webp,L1/L01_V002/keyframe_11100.webp,"A person in a red jacket rappels down a rocky waterfall into a dark cave entrance, while another individual in a red jacket is positioned higher up on the cliffside, appearing to assist or observe."
L01_V002,keyframe_13614.webp,L1/L01_V002/keyframe_13614.webp,"A man in a green uniform stands beside a motorcycle, holding a yellow caution tape that stretches across a dimly lit street at night, with a makeshift shelter and tall grass visible in the background."
L01_V002,keyframe_15528.webp,L1/L01_V002/keyframe_15528.webp,"A person wearing white gloves is applying makeup to a large, round, face-shaped sculpture with orange eyes and red lips, while a sign nearby reads ""Created By JEANETTE PARAS"" and a pink ribbon symbol is visible. The scene is set indoors, with a white door and refrigerator in the background, and a red banner at the bottom displays Vietnamese text identifying the subject as Taylor Swift’s “face without eyes” mask."
L01_V002,keyframe_16248.webp,L1/L01_V002/keyframe_16248.webp,"Two posters with the text ""Let There Be Love, Itaeewn!"" in English and Korean, featuring a teal ribbon symbol, are displayed side by side. The posters are taped to a surface, with one in dark background and the other in light green, and a QR code is visible on the left poster. A television news logo and timestamp are in the top right corner."
L01_V002,keyframe_17082.webp,L1/L01_V002/keyframe_17082.webp,"A street scene in a commercial district with multi-story buildings featuring Asian-inspired architecture, including wooden balconies and vertical signage; a red neon sign reading ""HOUSE HOT"" is visible on the right, and a pedestrian bridge with red umbrellas spans across the street in the midground."
L01_V002,keyframe_18678.webp,L1/L01_V002/keyframe_18678.webp,"A man in a large, ornate costume with a red headscarf and intricate metallic patterns leans forward over a crowd, engaging with people gathered outdoors under a clear blue sky."
L01_V002,keyframe_18930.webp,L1/L01_V002/keyframe_18930.webp,"A woman with long, dark braided hair adorned with a red ribbon stands on a platform, wearing a vibrant pink skirt and a patterned top, facing a large crowd at an outdoor event under a clear blue sky."
L01_V002,keyframe_20928.webp,L1/L01_V002/keyframe_20928.webp,"A man with dark, neatly styled hair and a white collared shirt looks off-camera with a concerned or pensive expression, seated indoors near a window with teal trim and patterned curtains."
L01_V002,keyframe_22410.webp,L1/L01_V002/keyframe_22410.webp,"A soccer match in progress at a stadium in Uzbekistan 2023, featuring players in red and white uniforms actively competing on the field, with a scoreboard showing Vietnam leading India 2-0 at the 72:10 mark."
L01_V002,keyframe_23604.webp,L1/L01_V002/keyframe_23604.webp,"A street scene at night in Tampa, Florida, shows two individuals in motion: one wearing a white t-shirt and light-colored pants with long dreadlocks, and another in a dark shirt and pants, appearing to be running or dodging. The environment is illuminated by artificial lights, with blurred background figures and a building facade visible."
L01_V002,keyframe_3360.webp,L1/L01_V002/keyframe_3360.webp,"A man in a green patterned shirt and dark shorts walks through a brightly lit shopping mall corridor, carrying a brown paper bag, while other shoppers, including a woman in a white tank top and beige pants, move nearby past a ZARA store display."
L01_V002,keyframe_4350.webp,L1/L01_V002/keyframe_4350.webp,"A bustling supermarket checkout area at a WinMart store, with customers in casual attire—some wearing patterned shirts and hats—waiting in line, while staff in red uniforms assist at registers under bright fluorescent lighting and prominent red signage."
L01_V002,keyframe_5196.webp,L1/L01_V002/keyframe_5196.webp,"A blurry outdoor scene obscured by smoke and debris, featuring a red tarp or fabric partially visible amid tangled branches and foliage, suggesting a crash or accident site."
L01_V002,keyframe_6642.webp,L1/L01_V002/keyframe_6642.webp,"A man with short dark hair, wearing a black shirt, sits in the foreground at night, facing forward, while behind him a person in a red life vest stands near tall, dark tree trunks with ladders leaning against them."
L01_V002,keyframe_6990.webp,L1/L01_V002/keyframe_6990.webp,"A man in a camouflage uniform is handling a large, translucent plastic bag while standing near a rusted metal structure, with a green light illuminating the scene."
L01_V002,keyframe_8250.webp,L1/L01_V002/keyframe_8250.webp,"An aerial view of an industrial complex featuring multiple red-and-white striped smokestacks, large cylindrical tanks, and interconnected buildings, surrounded by green fields and roads, with a river visible in the background."
L01_V002,keyframe_9054.webp,L1/L01_V002/keyframe_9054.webp,"A red SUV is captured in motion on a street at night, its headlights illuminating the road ahead, with blurred background elements including a person in a yellow shirt standing near a building entrance."
L01_V003,keyframe_10446.webp,L1/L01_V003/keyframe_10446.webp,"A street scene at night featuring a white pickup truck with its headlights on, approaching a checkpoint where two individuals stand near the roadside—one wearing a high-visibility yellow vest and the other in dark clothing. A motorcycle is parked nearby, and a gas station sign is visible in the background under artificial lighting."
L01_V003,keyframe_13122.webp,L1/L01_V003/keyframe_13122.webp,"A nighttime on-site scene shows a red forklift lifting stacked cardboard boxes onto a truck bed, with two individuals in light-colored uniforms observing nearby—one standing on the truck’s open rear platform, the other on the ground. The setting is illuminated by artificial lights, with a building and parked vehicles visible in the background."
L01_V003,keyframe_1470.webp,L1/L01_V003/keyframe_1470.webp,"A group of six individuals stands on a stage under a large blue screen displaying ""GIẢI NHẤT"" and event details, with fireworks erupting on either side; they are dressed in formal attire, holding a trophy and a certificate, while an audience in the foreground captures the moment with smartphones."
L01_V003,keyframe_16968.webp,L1/L01_V003/keyframe_16968.webp,"A blurry on-site scene from a news report, showing a person in a white shirt and dark pants moving quickly through what appears to be a cluttered indoor space with stacked items and dim lighting. The image is shaky, suggesting motion capture during an incident."
L01_V003,keyframe_17316.webp,L1/L01_V003/keyframe_17316.webp,"A man in a green shirt is seated at a table, writing on paper, while another man in a dark gray shirt gestures beside him. A uniformed officer sits across from them, and a standing officer in a beige uniform observes. Behind them, a large monitor displays multiple security camera feeds, and metal filing cabinets line the wall."
L01_V003,keyframe_17928.webp,L1/L01_V003/keyframe_17928.webp,"A group of men in uniform and casual attire sit around a polished table, signing documents; one man in a tan uniform holds a black bag while others write with pens, with a monitor displaying surveillance footage in the background."
L01_V003,keyframe_20922.webp,L1/L01_V003/keyframe_20922.webp,"A street scene featuring a directional signpost with multilingual text indicating ""Itaewon Station"" and ""Itaewon 119 Fire Safety Center,"" accompanied by a map and distance markers (230m and 430m), partially obscured by out-of-focus white flowers in the foreground."
L01_V003,keyframe_21234.webp,L1/L01_V003/keyframe_21234.webp,"A street scene in Seoul, Korea, featuring pedestrians walking along a narrow alley lined with colorful storefronts and signage, including Korean characters and logos like “CU” and “MG,” with a green taxi parked on the right and people engaged in casual conversation or movement."
L01_V003,keyframe_23178.webp,L1/L01_V003/keyframe_23178.webp,"A man in a black suit and white shirt stands outdoors, holding a microphone, speaking to reporters or interviewers, with a white ornamental fence and parked vehicles in the background."
L01_V003,keyframe_24096.webp,L1/L01_V003/keyframe_24096.webp,"An aerial view of an industrial complex in Kazakhstan, featuring multiple buildings, smokestacks, and a large dark water body adjacent to the facility, with on-screen text indicating a hazardous chemical leak."
L01_V003,keyframe_25710.webp,L1/L01_V003/keyframe_25710.webp,"A person with long, dark, curly hair wearing black gloves and a dark jacket is holding a small, orange-furred animal, possibly a kitten, while another individual with a bald head and dark clothing is seated nearby in a cluttered indoor setting with shelves, tools, and a red fire extinguisher visible in the background."
L01_V003,keyframe_26244.webp,L1/L01_V003/keyframe_26244.webp,"A tiger with distinct black and white stripes is walking across a sandy or gravelly ground, carrying several small tiger cubs in its mouth. The scene is captured in black and white, with a brick wall in the background and timestamp and news channel logos visible on the screen."
L01_V003,keyframe_27660.webp,L1/L01_V003/keyframe_27660.webp,"A large stage at the Hangzhou 4th Asian Para Games features rows of athletes in white uniforms holding flags, with a wheelchair athlete in the center and officials in dark suits walking nearby under a glowing blue and orange backdrop."
L01_V003,keyframe_2970.webp,L1/L01_V003/keyframe_2970.webp,"A woman with long black hair and glasses, wearing a pink blouse and a dark necklace, speaks into a microphone while holding papers, likely reporting live from an event."
L01_V003,keyframe_3726.webp,L1/L01_V003/keyframe_3726.webp,"A woman with short, gray hair, wearing a white jacket, a black top, and a prominent turquoise necklace with large beads, smiles while speaking into a microphone during an on-site interview. Behind her, a blue banner displays Vietnamese text about a Vietnamese-Japanese cultural event and award ceremony for 2023."
L01_V003,keyframe_4476.webp,L1/L01_V003/keyframe_4476.webp,"A man with short dark hair and glasses, wearing a white shirt and a striped tie, stands in a studio holding a red object, against a backdrop of a city skyline at sunset with orange and yellow hues."
L01_V003,keyframe_5754.webp,L1/L01_V003/keyframe_5754.webp,"A long-haired white cat lies on its back on a blue and white mat inside a cage, with one paw raised and eyes closed, while a person in dark clothing stands nearby."
L01_V003,keyframe_654.webp,L1/L01_V003/keyframe_654.webp,"Two women in a brightly lit indoor setting, each holding a cat, are featured in a news segment. One woman, wearing glasses and a black top with a lanyard, holds a light-colored cat with a relaxed expression. The other, with reddish-brown hair and a light pink blouse, cradles a white cat. The scene is overlaid with Vietnamese text indicating a news report from Ho Chi Minh City about an international cat modeling contest."
L01_V003,keyframe_8958.webp,L1/L01_V003/keyframe_8958.webp,"A man with dark, curly hair and a mustache, wearing a teal zip-up jacket, stands outdoors at night, speaking to the camera. Behind him, strings of warm lights illuminate rows of plants or crops, suggesting a farm or garden setting."
L01_V004,keyframe_11442.webp,L1/L01_V004/keyframe_11442.webp,"A man in a white shirt with blurred face stands facing a uniformed officer wearing a yellow shirt and red cap, who is gesturing while speaking. The setting appears to be indoors near a glass door with wooden paneling and a potted plant visible."
L01_V004,keyframe_12930.webp,L1/L01_V004/keyframe_12930.webp,"A man in a green military uniform sits at a desk, typing on a laptop, while another man in a black polo shirt with orange trim sits across from him, holding a pen and looking at the screen. Several bottled drinks and jars are on the desk between them."
L01_V004,keyframe_13632.webp,L1/L01_V004/keyframe_13632.webp,"A street scene featuring a rustic wooden building with a large banner above it advertising ""Lao To Tham"" and ""Baker & Fashion Center,"" set against a backdrop of lush green trees under a partly cloudy sky. The banner displays an illustration of two figures in traditional attire, and the building has a weathered, open-fronted entrance with plants and decorative elements around it."
L01_V004,keyframe_1446.webp,L1/L01_V004/keyframe_1446.webp,"Aerial view of Ho Chi Minh City with a wide river winding through the urban landscape, featuring dense clusters of buildings, bridges, and distant high-rises under a hazy blue sky."
L01_V004,keyframe_15786.webp,L1/L01_V004/keyframe_15786.webp,"A man with dark hair and a full beard, wearing a dark gray button-up shirt, is speaking while seated in a studio setting with blurred outdoor scenery in the background."
L01_V004,keyframe_1722.webp,L1/L01_V004/keyframe_1722.webp,"A conceptual architectural rendering of a futuristic urban development project, featuring a central circular water body surrounded by high-rise buildings, green spaces, and labeled zones such as ""International Hotel,"" ""The Gateway,"" and ""Aquarium,"" with a river flowing alongside the complex."
L01_V004,keyframe_17478.webp,L1/L01_V004/keyframe_17478.webp,"A street scene featuring a line of uniformed soldiers in dark formal attire with white stripes down their trousers and tall black hats, standing at attention, while civilians in olive-green jackets and trousers observe or walk past. A soldier in a similar uniform stands at the front, facing the group. The setting includes a paved walkway, tall ornamental grasses, and a backdrop of trees and a building with a yellow roof. A news logo and timestamp are visible in the top right corner."
L01_V004,keyframe_19014.webp,L1/L01_V004/keyframe_19014.webp,"A museum exhibit features a dark blue wall with white text quoting Richard Nixon’s 1970 speech on peace and reparations, accompanied by a large beige abstract chair and a display of purple shoes in a recessed shelf."
L01_V004,keyframe_19698.webp,L1/L01_V004/keyframe_19698.webp,"A man in a blue scrub top and a pink patterned surgical cap stands in a pharmacy, holding several toothpaste boxes, with shelves of medications visible behind him."
L01_V004,keyframe_22356.webp,L1/L01_V004/keyframe_22356.webp,"A man in a blue suit and green tie is speaking at a desk with a digital sign reading ""ISRAEL"" in front of him, seated in a formal conference setting with tiered green and wood paneling behind."
L01_V004,keyframe_3708.webp,L1/L01_V004/keyframe_3708.webp,"A group of children and adults are gathered outdoors on green mats, preparing traditional Vietnamese rice cakes (bánh chưng) with wrapped green leaves and bowls of rice, while some adults sit nearby observing or assisting."
L01_V004,keyframe_4782.webp,L1/L01_V004/keyframe_4782.webp,"A man in a gray suit is presenting an award to a young woman in a white traditional outfit, while two other women in blue and white traditional attire stand beside her, holding framed certificates. The background is a vibrant blue stage with the HTV9 HD logo and a timestamp in the upper right corner."
L01_V004,keyframe_6576.webp,L1/L01_V004/keyframe_6576.webp,"A street scene in a Vietnamese village shows three children in school uniforms—two girls with pigtails and one boy—wearing bright orange life jackets and carrying large inflatable orange fish, walking alongside an adult in a green hat and dark shirt. A utility pole with stickers and a red scooter behind a chain-link fence are visible in the background. The lower third reads “DÙA RƯỚC HỌC SINH VÙNG LŨ ĐẾN TRƯỜNG,” indicating a school transport initiative for flood-affected students."
L01_V006,keyframe_11196.webp,L1/L01_V006/keyframe_11196.webp,"A street scene outside a covered outdoor dining area with multiple round tables draped in red patterned tablecloths and surrounded by metal stools; several people are seated and conversing, while others stand nearby, under a shaded canopy with visible greenery and a building entrance in the background."
L01_V006,keyframe_12576.webp,L1/L01_V006/keyframe_12576.webp,A hand holding a blue pen signs a document with a red circular stamp visible on the paper.
L01_V006,keyframe_13878.webp,L1/L01_V006/keyframe_13878.webp,"A man in a green t-shirt with short dark hair sits at a table, hands clasped, facing another person in a green uniform who is writing with a blue pen, in what appears to be an interview or interrogation setting."
L01_V006,keyframe_16200.webp,L1/L01_V006/keyframe_16200.webp,"A man in a camouflage uniform, wearing a face shield, surgical mask, and blue gloves, holds a medical swab while pointing at it. He is also wearing a clear plastic apron. In the background, another person in a yellow safety vest and mask stands near white lockers. The scene appears to be an indoor facility, possibly a testing or medical setup."
L01_V006,keyframe_17034.webp,L1/L01_V006/keyframe_17034.webp,"A blurred figure in a teal surgical gown and beige cap is seen from behind, leaning forward as if performing a medical procedure or assisting in a clinical setting."
L01_V006,keyframe_18282.webp,L1/L01_V006/keyframe_18282.webp,"A man in a dark blue jacket with a pink zipper detail sits on a white chair, hands resting on his knees, in a spacious, brightly lit exhibition hall with people walking in the background and a large ""AFEELA"" sign visible."
L01_V006,keyframe_19974.webp,L1/L01_V006/keyframe_19974.webp,"A smartphone screen displaying the NVIDIA logo is positioned over a blue circuit board background, with a TV station watermark and timestamp visible in the corner."
L01_V006,keyframe_20772.webp,L1/L01_V006/keyframe_20772.webp,"A close-up shot of hands resting on a laptop keyboard, with fingers slightly curled and positioned as if preparing to type or having paused. The background is blurred, showing part of a laptop screen and a neutral indoor setting. A news channel logo (HTV9 HD) and a timestamp (06:50:00) are visible in the upper right corner, along with a red banner at the bottom containing Vietnamese text."
L01_V006,keyframe_21666.webp,L1/L01_V006/keyframe_21666.webp,"A female news anchor with long dark hair, wearing a light purple blouse, stands in a studio holding a red clutch with a gold emblem. To her right, a screen displays fireworks against a dark sky, while a blurred cityscape with orange and yellow hues forms the background. A news ticker at the bottom shows Vietnamese text with headlines. The HTV9 HD logo and timestamp (06:50:36) are visible in the top right corner."
L01_V006,keyframe_23238.webp,L1/L01_V006/keyframe_23238.webp,"A formal international meeting is underway in a large conference hall, featuring a curved wooden table with multiple delegates seated, each with nameplates and documents before them. Attendees are dressed in business attire, including suits and formal dresses, with some wearing ties and lapel pins. A lone figure in a dark blue robe stands at the center of the room, facing the table, while microphones and nameplates are visible on the table. The setting suggests a high-level diplomatic or UN session."
L01_V006,keyframe_24468.webp,L1/L01_V006/keyframe_24468.webp,"A rocket ascends into the clear blue sky, leaving a bright white trail of smoke and fire behind it as it moves upward at an angle."
L01_V006,keyframe_2934.webp,L1/L01_V006/keyframe_2934.webp,"A dragon fruit farm with rows of green, spiky cacti bearing vibrant pink flowers, set in a sunlit, open field with a dirt path running between the plants."
L01_V006,keyframe_3930.webp,L1/L01_V006/keyframe_3930.webp,"A woman wearing a wide-brimmed white hat and a teal T-shirt with a pink and blue graphic stands outdoors in a grassy area, speaking to an off-camera interviewer. Behind her, there is a fence, a building with a tiled roof, and some trees. The scene appears to be part of a field report, with a news channel logo and timestamp visible in the corner."
L01_V006,keyframe_4488.webp,L1/L01_V006/keyframe_4488.webp,"A construction site shows an unfinished brick structure with exposed red bricks forming walls and a partially built foundation, surrounded by dirt and scattered building materials under daylight."
L01_V006,keyframe_5844.webp,L1/L01_V006/keyframe_5844.webp,"A man in an orange polo shirt with ""Push"" embroidered on the chest is seated outdoors, facing another man in a blue shirt who is looking down, with a white pillar and greenery in the background."
L01_V006,keyframe_6522.webp,L1/L01_V006/keyframe_6522.webp,"A lone fisherman in a blue outfit stands on a long, turquoise wooden boat, paddling through calm, murky water under a hazy sky."
L01_V006,keyframe_7164.webp,L1/L01_V006/keyframe_7164.webp,"A female news anchor in a studio, wearing a light purple blouse with ruffled detailing, gestures while speaking, holding a red rectangular object. An inset image shows a tomato plant with ripe and unripe tomatoes growing in a white pot, with the HTV9 HD logo and timestamp visible in the top right corner."
L01_V006,keyframe_9048.webp,L1/L01_V006/keyframe_9048.webp,"A street scene in a rural Vietnamese village shows an outdoor eatery with red plastic tables and chairs under a metal roof, where several people are seated and conversing; some individuals wear light-colored shirts, and motorcycles are parked nearby, with a green tarp hanging over a building to the left."
L01_V008,keyframe_12234.webp,L1/L01_V008/keyframe_12234.webp,"A man in a white shirt and black pants rides a blue motorcycle with another person in white clothing seated behind him, both leaning forward as they travel on a paved road with greenery in the background."
L01_V008,keyframe_13770.webp,L1/L01_V008/keyframe_13770.webp,"A street scene shows a landslide aftermath with mud and debris covering a road, partially collapsed structures, and emergency workers in yellow uniforms actively assessing the damage. A white vehicle is visible amidst the wreckage, and the image is overlaid with a Vietnamese news banner indicating ongoing heavy rain causing damage in Da Lat."
L01_V008,keyframe_14352.webp,L1/L01_V008/keyframe_14352.webp,"A female news anchor with long dark hair, wearing a white blouse with a black collar and bow, stands in front of a cityscape backdrop during sunset, delivering news with a serious expression."
L01_V008,keyframe_16602.webp,L1/L01_V008/keyframe_16602.webp,"An aerial view of a large industrial complex surrounded by dense green vegetation and a small pond, with the on-screen text indicating a news report about a gas and water leak at a high-tech factory in Binh Phuoc."
L01_V008,keyframe_17562.webp,L1/L01_V008/keyframe_17562.webp,"An aerial view of an industrial facility featuring large rectangular water tanks, solar panel-covered buildings, and surrounding structures, with a news banner at the bottom indicating Vietnam’s COVID-19 statistics and a TV channel logo in the top right corner."
L01_V008,keyframe_18456.webp,L1/L01_V008/keyframe_18456.webp,"A female news anchor with long dark hair, wearing a white blouse with a black collar and bow, stands in front of a cityscape backdrop at sunset, holding a tablet computer."
L01_V008,keyframe_20154.webp,L1/L01_V008/keyframe_20154.webp,"A street scene shrouded in thick haze, with a motorcyclist in a yellow jacket and black helmet riding away from the camera, alongside a red car in the adjacent lane; distant vehicles and pedestrians are barely visible through the smog."
L01_V008,keyframe_23028.webp,L1/L01_V008/keyframe_23028.webp,"A man in a black tuxedo with a bow tie and a small pin on his lapel stands on a red carpet, looking upward with an open mouth, flanked by two other formally dressed individuals against a backdrop featuring Coca-Cola and Amazon Prime Video logos."
L01_V008,keyframe_24264.webp,L1/L01_V008/keyframe_24264.webp,"A man and a woman with detailed sugar skull face paint stand side by side at an outdoor event, the woman wearing a black T-shirt with ""GUESS"" printed in white, and both have dark hair; they appear to be posing for a photo amidst a crowd under tents."
L01_V008,keyframe_25878.webp,L1/L01_V008/keyframe_25878.webp,"A man with short brown hair and a white t-shirt featuring a cartoon pink rabbit graphic is speaking outdoors near a body of water, with a closed black umbrella and palm trees in the background."
L01_V008,keyframe_26748.webp,L1/L01_V008/keyframe_26748.webp,"A group of judges and officials seated on a stage at a breaking dance championship event, illuminated by stage lights and surrounded by a darkened audience, with a large screen displaying the event logo behind them."
L01_V008,keyframe_27582.webp,L1/L01_V008/keyframe_27582.webp,"A breakdancer in a white tank top and black pants performs a handstand with one leg extended upward on a brightly lit stage, while a man in a white outfit stands nearby; the scene is illuminated by blue and white spotlights with an audience in the background."
L01_V008,keyframe_3534.webp,L1/L01_V008/keyframe_3534.webp,"A man in a white shirt sits on a metal bench in a waiting area, wearing a face mask and holding a phone, while another person with dark hair tied back sits beside him, also wearing a face mask and looking down. A large blue-framed poster with Vietnamese text and a QR code is mounted on the wall behind them, and a potted plant stands near a white door marked ""P.9""."
L01_V008,keyframe_4188.webp,L1/L01_V008/keyframe_4188.webp,"Three soldiers in blue camouflage uniforms and helmets walk through a covered outdoor corridor of a building, carrying a stretcher with a person on it. A large green plant is visible in the foreground on the right."
L01_V008,keyframe_5616.webp,L1/L01_V008/keyframe_5616.webp,"A woman with long dark hair, wearing a light-colored top, appears distressed with furrowed brows and a tearful expression, facing a man whose back is partially turned to the camera in an outdoor setting with green foliage in the background."
L01_V008,keyframe_6354.webp,L1/L01_V008/keyframe_6354.webp,"A group of people in small wooden boats navigate a wide, muddy river surrounded by lush green trees and vegetation, with some individuals wearing bright red clothing and others in casual attire; the scene is captured from an aerial perspective."
L01_V008,keyframe_8406.webp,L1/L01_V008/keyframe_8406.webp,"A stormy coastal scene shows turbulent ocean waves crashing against a pier, with large black support poles partially submerged in the foamy water. The foreground includes a weathered, painted dock surface with scattered debris and ropes."
L01_V008,keyframe_8838.webp,L1/L01_V008/keyframe_8838.webp,"A man and a woman are riding a motorcycle, with the woman leaning forward over the man’s back, both wearing casual clothing; the scene is overlaid with a red “X” and news graphics indicating a traffic incident in Ho Chi Minh City."
L01_V009,keyframe_11388.webp,L1/L01_V009/keyframe_11388.webp,"A woman with short dark hair and rectangular-framed glasses sits inside a vehicle, wearing red lipstick and a dark jacket, looking directly at the camera with a neutral expression."
L01_V009,keyframe_13692.webp,L1/L01_V009/keyframe_13692.webp,"A cluttered indoor scene featuring a parked scooter with a shiny chrome exhaust and red suspension, alongside several woven bamboo baskets scattered on a concrete floor. A red plastic chair with a purple plastic bag draped over it sits to the right, and a blue bucket is partially visible in the background. The setting appears to be a dimly lit, somewhat messy storage or garage area."
L01_V009,keyframe_14610.webp,L1/L01_V009/keyframe_14610.webp,"A man in a green uniform with red epaulets sits at a wooden table, writing on paper, while facing another man in a white shirt who is seated across from him. The setting appears to be an indoor office or interview room with light green walls and a window with bars in the background. A bouquet of red and yellow roses sits on the table to the left."
L01_V009,keyframe_16530.webp,L1/L01_V009/keyframe_16530.webp,"A street scene at night featuring a person in a black shirt and helmet leaning over a metal barrier near a motorcycle, with another individual in a yellow shirt standing beside a dark car on the right. The background shows illuminated streetlights and traffic, with a news channel logo and timestamp in the upper right corner."
L01_V009,keyframe_17520.webp,L1/L01_V009/keyframe_17520.webp,"A massive plume of thick, dark gray smoke rises into the sky behind a modern two-story building with a red roof, indicating a large fire or explosion. The scene appears to be captured from a distance, with no visible people or vehicles in the immediate foreground."
L01_V009,keyframe_19422.webp,L1/L01_V009/keyframe_19422.webp,"A man with short black hair and glasses, wearing a dark green polka-dotted shirt, is seated at a cluttered desk, carefully working on a craft project. He holds a small tool in his right hand and appears to be applying material to a piece of paper or cardstock. The desk is covered with crafting supplies, including scissors, a green cutting mat, a framed photo of a dog, and several jars and bags of materials. A television logo ""HTV9 HD"" and a timestamp ""06:47:34"" are visible in the upper right corner."
L01_V009,keyframe_19926.webp,L1/L01_V009/keyframe_19926.webp,"A gray cat being held gently by human hands while a small tool is used to trim its whiskers, with a textured green mat and dark foam background visible."
L01_V009,keyframe_22038.webp,L1/L01_V009/keyframe_22038.webp,"A nighttime cityscape featuring a large, illuminated blue stadium with sweeping arches, surrounded by beams of white light shooting upward from the water. In the background, modern high-rise buildings are lit, and the scene is viewed from across a dark body of water. The top right corner displays the HTV9 HD logo and time stamp 06:49:19, while a red banner at the bottom contains Vietnamese text."
L01_V009,keyframe_2298.webp,L1/L01_V009/keyframe_2298.webp,"A landslide has deposited a large pile of reddish-brown rocks and debris across a steep, vegetated hillside, partially obstructing a dirt path. Green foliage lines the edges of the slope, and the scene appears to be in a rural or mountainous area."
L01_V009,keyframe_24132.webp,L1/L01_V009/keyframe_24132.webp,"A dense crowd of sheep with thick white wool and alert faces fills the frame, moving together in a tight formation, as spectators in colorful clothing stand behind barriers in the background."
L01_V009,keyframe_26280.webp,L1/L01_V009/keyframe_26280.webp,"A white Volvo truck with Arabic text on its front grille is parked on a street, its flatbed carrying a large green container. A person in a blue vest with ""UN"" visible on the back walks past the truck’s side. The scene is set against a beige building with a security camera mounted on it, and a flagpole with a partially visible flag stands to the right."
L01_V009,keyframe_27660.webp,L1/L01_V009/keyframe_27660.webp,"A street scene at night illuminated by emergency lights, featuring firefighters in dark uniforms handling hoses near a red fire truck, with thick orange smoke rising in the background and other emergency vehicles visible in the distance."
L01_V009,keyframe_4362.webp,L1/L01_V009/keyframe_4362.webp,"A group of people, including men and women in casual attire such as t-shirts, shorts, and caps, are gathered on the deck and lower level of a white boat labeled ""KN-467,"" some standing and others seated, appearing to be waiting or observing."
